catalogNumber,createdBy,placeName,flagNotes,State,noOfIdentifications,geoPrivacy,createdOn (UTC),createdOn (Portal time),associatedMedia,group_id,dateAccuracy,isLocked,locationLat,locationLon,locationScale,fromDate,toDate,rank,scientificName,commonName,kingdom,phylum,class,order,superfamily,family,genus,species,basisOfRecord,village name in english,village id,plot id,plant habit in english,plant habitat in english,Folklore: A story about this tree,Uses: This tree is used for,Institution Name,Isha Vidhya School,Height (m),Canopy Diameter (m),Trunk Circumference (cm),Any other comments,Did you observe ants on the plant?,Did you observe hemipterans on the plant?,Which part of the plant is infested with insects?,What proportion of the plant is infested?,Did you find any other insects besides ants and hemipterans?, Which of the following hemipteran species have you observed?,Which ant species did you observe?,Texture,Has stem?,Bottom surface,Besides this initiative, do you record crows during bird watching/citizen science?,How do you feel about the presence of crows in your area?,Weather conditions.,What behaviours did you observe?,Number of birds observed.,Understory,Canopy Cover,Plot No.,DBH,Trunk Area,GBH,Edibility status,Ecological Role,Growing on,previousIdentifications,previousVernacularNames,speciesPageId,higherClassificationId,reverseGeocodedName,state,tahsil,district,Sex,Life Stage (Complete Metamorphosis),Life Stage (Incomplete Metamorphosis),Phenology State,Habitat Type,Abundance,Life Stage,Activity,Microhabitat,Wild/Domestic,toDate,observedInMonth,lastRevised,noOfImages,datasetName,containsMedia,uploadProtocol,organismRemarks,tags,speciesGroup,datatableName,datatableAnnotations,basisOfData
1813827,Rujuta Vinod,"Diwale-Narayanpur Rd, Kumbharwada, Saswad, Maharashtra 412301, India",,Maharashtra,2,FALSE,09-09-2018,09-09-2018,/9e79bb4e-c23d-4a18-834a-8d9a524a2618/471.JPG,Mammals,ACCURATE,FALSE,18.3383255,74.0304718,APPROXIMATE,06-09-2018,06-09-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Diwale-Narayanpur Rd, Kumbharwada, Saswad, Maharashtra 412301, India",MAHARASHTRA,Purandhar,Pune,,,,,Rural | Agricultural | Shrubland,Occasional,,,,,2018-09-06T00:00:00.000Z,September,2019-12-09T12:45:03.956Z,4,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
1806204,"Melroy C.F. Fernandes,","Kariyannangady, Belvai, Karnataka 574213, India",,"Belvai, Karnataka 574213",1,FALSE,03-06-2018,03-06-2018,/c10bbfa5-7741-43b9-a8e7-83142672868c/264.jpg,Mammals,ACCURATE,FALSE,13.13026237,74.98527527,ACCURATE,02-06-2018,02-06-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Kariyannangady, Belvai, Karnataka 574213, India",KARNATAKA,Mangalore,Dakshina Kannada,,,,,Forest,,,,,,2018-06-02T00:00:00.000Z,June,2018-06-03T12:17:24.895Z,2,,TRUE,SINGLE_OBSERVATION,"Seems it got electrocuted. This happens almost every year around the same time at almost the same place. They are nearly 50-100 of them residing on a tree in the neighbourhood They can be seen flying around during the day when disturbed by the beating of drums, playinng of loudspeakers or bursting of firecrackers/bombs etc. Otherwise their out-going time is around dusk. I estimate the total wing span to be around 4 ft.",,Mammals,,,
1770286,NAGABHUSHAN JYOTHI,"SH 52, Honnali, Karnataka 577217, India",,Karnataka,1,FALSE,17-03-2018,18-03-2018,/e00b256e-2008-4a4d-ac76-00ee3f1b5138/261.JPG,Mammals,ACCURATE,FALSE,14.23425007,75.64699554,APPROXIMATE,17-03-2018,17-03-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"SH 52, Honnali, Karnataka 577217, India",KARNATAKA,Honnali,Davanagere,,,,,Urban | Fallow land | River,Common,,,,,2018-03-17T00:00:00.000Z,March,2018-03-17T23:33:58.047Z,2,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
1755150,NAGABHUSHAN JYOTHI,"Malebennur, Karnataka 577530, India",,Karnataka,1,FALSE,26-12-2017,26-12-2017,/212ee350-084a-4cea-a35d-d47706030cbf/677.JPG,Mammals,ACCURATE,FALSE,14.3520422,75.74043274,APPROXIMATE,16-12-2017,16-12-2017,species,Pteropus vampyrus (Linnaeus 1758),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289494#Pteropus vampyrus (Linnaeus 1758) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus vampyrus (Linnaeus 1758)#rank:species#taxonID:164596,"Malebennur, Karnataka 577530, India",KARNATAKA,Harihar,Davanagere,,,,,Rural | Fallow land,,,,,,2017-12-16T00:00:00.000Z,December,2017-12-26T19:46:04.319Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
1752506,Bhabesh Nath,"Pyari Mohan Ln, College Nagar, Dhubri, Assam 783324, India",,Assam,1,FALSE,17-10-2017,17-10-2017,/c3b9a465-8a64-4f0b-950f-a9b9951a382b/132.jpg,Mammals,,FALSE,26.02466774,89.9734726,APPROXIMATE,17-10-2017,17-10-2017,species,Cynopterus brachyotis (Müller 1838),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372745#Cynopterus brachyotis (Müller 1838) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus brachyotis (Müller 1838)#rank:species#taxonID:20228,"Pyari Mohan Ln, College Nagar, Dhubri, Assam 783324, India",ASSAM,Dhubri (Pt),Dhubri,,,,,,,,,,,2017-10-17T00:00:00.000Z,October,2017-10-17T14:10:21.245Z,1,,TRUE,MOBILE,,,Mammals,,,
1751553,Siddharth Waradkar,"Chincholi Bunder, Malad West, Mumbai, Maharashtra 400064, India",,Maharashtra,1,FALSE,05-10-2017,06-10-2017,/7be54599-b9c9-4f16-875d-f7544e41cb18/864.jpg,Mammals,,FALSE,19.17905045,72.84137726,ACCURATE,02-07-2017,02-07-2017,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Chincholi Bunder, Malad West, Mumbai, Maharashtra 400064, India",MAHARASHTRA,Mumbai Suburban,Mumbai Suburban,,,,,,,,,,,2017-07-02T00:00:00.000Z,July,2017-10-05T20:48:07.261Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1751371,Gopakumar VR Namboothiri,"Mithirmala, Kerala, India",,Kerala,2,FALSE,04-10-2017,04-10-2017,/99351546-3e51-44a5-80a0-98d9e6bcfd47/318.JPG,Mammals,,FALSE,8.727860451,76.93873596,APPROXIMATE,03-10-2017,03-10-2017,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394778#null | 268711#Pteropus giganteus (Brünnich 1782) | ,394778#Fruit Bat:English | 268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Mithirmala, Kerala, India",KERALA,Nedumangad,Thiruvananthapuram,,,,,Agricultural,Occasional,,,,,2017-10-03T00:00:00.000Z,October,2023-08-08T05:56:37.453Z,1,,TRUE,SINGLE_OBSERVATION,,gops | bat,Mammals,,,
1750762,Rohit Chakravarty,"Dehradun, Uttarakhand, India",,Uttarakhand,1,FALSE,24-09-2017,24-09-2017,/9f36e005-5b33-444c-8f53-5b207fb232e1/422.png,Mammals,,TRUE,30.38568497,78.17583466,APPROXIMATE,11-03-2016,11-03-2016,species,Tadarida teniotis (Rafinesque 1814),European Free-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,Tadarida,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295483#Tadarida teniotis (Rafinesque 1814) | ,295483#European Free-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Molossidae#rank:family#taxonID:20411 | name:Tadarida#rank:genus#taxonID:20568 | name:Tadarida teniotis (Rafinesque 1814)#rank:species#taxonID:222835,"Dehradun, Uttarakhand, India",UTTARAKHAND,"Dehradun 
",Dehradun,Male,,,,Rural | Forest,,,,,,2016-03-11T00:00:00.000Z,March,2018-01-17T13:44:14.491Z,2,,TRUE,SINGLE_OBSERVATION,More than 30 males were caught in two mistnets placed along a stream. Details of the record are available on Chakravarty (2017). Journal of Threatened Taxa.,,Mammals,,,
1750745,Mazedul Islam,"Lakhipur, Assam, India",,Assam,1,FALSE,24-09-2017,24-09-2017,/d3fdd04f-cd88-4b27-baab-e746026ce76a/845.JPG,Mammals,,TRUE,26.01745224,90.30709839,APPROXIMATE,24-10-2012,24-10-2012,species,Scotophilus kuhlii Leach 1821,Asiatic Lesser Yellow House Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,Scotophilus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378879#Scotophilus kuhlii Leach 1821 | ,378879#Asiatic Lesser Yellow House Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Vespertilionidae#rank:family#taxonID:20255 | name:Scotophilus#rank:genus#taxonID:20551 | name:Scotophilus kuhlii Leach 1821#rank:species#taxonID:20561,"Lakhipur, Assam, India",ASSAM,Lakhipur,Goalpara,,,,,Rural,Frequent,,,,,2012-10-24T00:00:00.000Z,October,2018-01-17T13:45:53.218Z,3,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
1749010,Rustom Basumatary,"Bhutan Rd, Kamar Doisha, Assam 781330, India",,Assam,1,FALSE,22-08-2017,22-08-2017,/e7cea6dc-a633-422a-9b50-92abed939e38/81.jpg,Mammals,,FALSE,26.75328827,91.21663666,APPROXIMATE,01-08-2017,01-08-2017,species,Otomops wroughtoni (Thomas 1913),,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,Otomops,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374257#Otomops wroughtoni (Thomas 1913) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Molossidae#rank:family#taxonID:20411 | name:Otomops#rank:genus#taxonID:20413 | name:Otomops wroughtoni (Thomas 1913)#rank:species#taxonID:20415,"Bhutan Rd, Kamar Doisha, Assam 781330, India",ASSAM,Baganpara (Pt),Baksa,,,,,,,,,,,2017-08-01T00:00:00.000Z,August,2018-05-27T22:22:46.493Z,1,,TRUE,MOBILE,,,Mammals,,,
1748611,Rujuta Vinod,"21/A, Sane Guruji Rd, Municipal Colony, Pune, Maharashtra 411030, India",,Maharashtra,2,FALSE,10-08-2017,10-08-2017,/248b9e51-ef33-41b5-ac7d-f8ec4a0b7154/39.JPG,Mammals,,FALSE,18.50231934,73.85070038,APPROXIMATE,25-07-2016,25-07-2016,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"21/A, Sane Guruji Rd, Municipal Colony, Pune, Maharashtra 411030, India",MAHARASHTRA,Pune City,Pune,,,,,Urban,Frequent,,,,,2016-07-25T00:00:00.000Z,July,2017-08-10T19:42:47.444Z,2,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
1746796,Manoj Karingamadathil,"ariyampadam Rd, Adatt, Kerala 680551, India",,Kerala,1,FALSE,12-07-2017,12-07-2017,/b827ceff-8395-4f27-a8c7-75c7c389bf03/216.jpg,Mammals,,TRUE,10.53781605,76.1421814,APPROXIMATE,10-07-2017,10-07-2017,species,Kerivoula picta (Pallas 1767),Painted Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,Kerivoula,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268704#Kerivoula picta (Pallas 1767) | ,268704#Painted Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Vespertilionidae#rank:family#taxonID:20255 | name:Kerivoula#rank:genus#taxonID:20327 | name:Kerivoula picta (Pallas 1767)#rank:species#taxonID:20337,"ariyampadam Rd, Adatt, Kerala 680551, India",KERALA,Thrissur,Thrissur,,,,,,,,,,,2017-07-10T00:00:00.000Z,July,2019-07-02T15:06:19.455Z,1,,TRUE,MOBILE,Clear sighting. Unfortunately no photograph,,Mammals,,,
1746688,Jon,"Udaipur, Rajasthan, India",,Rajasthan,1,FALSE,10-07-2017,10-07-2017,/035afb70-9cd1-4aa9-bfde-6de3b3589cd2/239.JPG,Mammals,,FALSE,24.60878563,73.67706299,APPROXIMATE,21-09-2016,21-09-2016,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Udaipur, Rajasthan, India",RAJASTHAN,Girwa,Udaipur,,,,,,,,,,,2016-09-21T00:00:00.000Z,September,2017-07-10T08:55:02.019Z,7,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1746393,Jon,"Midland Stream, Landour, Mussoorie, Uttarakhand, India",,Uttarakhand,2,FALSE,06-07-2017,06-07-2017,/cc80be54-8190-4b23-9581-6ab2a65a9e23/331.JPG,Mammals,ACCURATE,FALSE,30.44630623,78.09440613,APPROXIMATE,01-07-2017,01-07-2017,genus,Rhinolophus,Horseshoe Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinolophidae,Rhinolophus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268713#Rhinolophus | ,268713#Horseshoe Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinolophidae#rank:family#taxonID:20485 | name:Rhinolophus#rank:genus#taxonID:20487,"Midland Stream, Landour, Mussoorie, Uttarakhand, India",UTTARAKHAND,"Dehradun 
",Dehradun,,,,,,,,,,,2017-07-01T18:30:00.000Z,July,2023-02-07T03:48:04.977Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1741445,Chief RedEarth,"Mussoorie, Uttarakhand, India",,Uttarakhand,1,FALSE,01-04-2017,01-04-2017,/411da3cb-5579-4dd4-849b-078c92243173/895.JPG,Mammals,,FALSE,30.45990944,78.06639862,ACCURATE,22-03-2017,22-03-2017,order,Chiroptera,,Animalia,Chordata,Mammalia,,,Unidentified,Unidentified,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317383#Chiroptera | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222,"Mussoorie, Uttarakhand, India",UTTARAKHAND,"Dehradun 
",Dehradun,,,,,,,,,,,2017-03-22T00:00:00.000Z,March,2021-06-10T06:25:19.420Z,4,,TRUE,SINGLE_OBSERVATION,Medium size bat hanging inside an abandoned tunnel project near the Mussoorie city.,,Mammals,,,
1741421,Rujuta Vinod,"Saras Baug, Pune, Maharashtra, India",,Maharashtra,1,FALSE,31-03-2017,31-03-2017,/32370a11-b5e2-4cd0-9712-b345033ce248/659.jpg,Mammals,,FALSE,18.50143051,73.85293579,APPROXIMATE,20-11-2013,20-11-2013,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Saras Baug, Pune, Maharashtra, India",MAHARASHTRA,Pune City,Pune,,,,,Pondside,Frequent,,,,,2013-11-20T00:00:00.000Z,November,2017-08-10T17:53:50.314Z,2,,TRUE,MULTI_OBSERVATION,,sarasbaug,Mammals,,,
1741383,Chief RedEarth,"Mussoorie, Uttarakhand, India",,Uttarakhand,1,FALSE,30-03-2017,31-03-2017,/b1f1d4eb-92ca-47d3-bed4-fa930a289575/371.JPG,Mammals,,FALSE,30.45990944,78.06639862,ACCURATE,22-03-2017,22-03-2017,order,Chiroptera,,Animalia,Chordata,Mammalia,,,Unidentified,Unidentified,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317383#Chiroptera | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222,"Mussoorie, Uttarakhand, India",UTTARAKHAND,"Dehradun 
",Dehradun,,,,,Urban,,,,,,2017-03-22T00:00:00.000Z,March,2021-06-10T06:25:35.554Z,2,,TRUE,SINGLE_OBSERVATION,There were two bats in a recently abandoned tunnel in Mussoorie.,,Mammals,,,
1739435,NAGABHUSHAN JYOTHI,"Malebennur-Kundur Rd, Komaranahalli, Karnataka 577530, India",,Karnataka,1,FALSE,01-02-2017,02-02-2017,/24e3019e-769e-46cd-8b82-9c7c59bba098/365.JPG,Mammals,,FALSE,14.33119011,75.74777222,APPROXIMATE,12-01-2017,12-01-2017,species,Kerivoula picta (Pallas 1767),,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,Kerivoula,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268704#Kerivoula picta (Pallas 1767) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Vespertilionidae#rank:family#taxonID:20255 | name:Kerivoula#rank:genus#taxonID:20327 | name:Kerivoula picta (Pallas 1767)#rank:species#taxonID:20337,"Malebennur-Kundur Rd, Komaranahalli, Karnataka 577530, India",KARNATAKA,Harihar,Davanagere,,,,,Agricultural,Occasional,,,,,2017-01-12T00:00:00.000Z,January,2017-02-01T19:05:16.196Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
1737442,Thomas Vattakaven,"Kaladham, Beside Hyatt Place, Vidyanagar Township, Toranagallu, Karnataka 583123, India",,Karnataka,1,FALSE,16-01-2017,16-01-2017,/37a3f524-69fd-45dd-be54-3bd595ceff1e/919.JPG,Mammals,,FALSE,15.17629242,76.62587738,ACCURATE,13-01-2017,13-01-2017,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Kaladham, Beside Hyatt Place, Vidyanagar Township, Toranagallu, Karnataka 583123, India",KARNATAKA,Sandur,Ballari,,,,,,,,,,,2017-01-13T00:00:00.000Z,January,2017-01-16T10:53:29.253Z,4,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1737071,NAGABHUSHAN JYOTHI,"Mudenur, Karnataka, India",,Karnataka,2,FALSE,03-01-2017,04-01-2017,/9c984a4d-8fda-4de4-bf49-93b36c11e7cd/468.JPG,Mammals,,TRUE,14.48064137,75.72379303,APPROXIMATE,21-12-2016,21-12-2016,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Mudenur, Karnataka, India",KARNATAKA,Ranibennur,Haveri,,,,,Riverside,,,,,,2016-12-21T00:00:00.000Z,December,2017-02-14T23:59:39.958Z,2,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
